ts_ms,ax,ay,az,lin,jerk
510,0.003109328242268768,-0.002536862405482983,0.9968550372792682,0.002512275632375216,-5.565974121846805
520,0.010034982581980642,-0.0012054768395316712,0.99769869378499,0.00012241848535765598,-2.3436492590799753
530,-0.0013855473803201616,-0.018117104163299966,0.9805354256664064,0.0,-0.1200515239432657
540,0.001962471222051309,-0.020107096618225757,0.9786364556214432,0.0,0.0
550,0.009488761422733603,-0.017717793341863255,0.9815527164893852,0.0,0.0
560,0.012703373795276106,-0.019393795957531598,0.9809158906273819,0.0,0.0
570,0.02053797909762811,-0.016161250336141283,0.9857560510195397,0.0,0.0
580,0.01691793950457423,-0.024056302710551817,0.9800708464259685,0.0,0.0
590,0.013697612151555036,-0.031190268646715175,0.975758777075945,0.0,0.0
600,0.015238705523039608,-0.03317168741748712,0.9771964448712335,0.0,0.0
610,0.01901643397211177,-0.03250051052989649,0.9818445553566607,0.0,0.0
620,0.02886148754248629,-0.025326402322513583,0.9934906881184051,0.0,0.0
630,0.013119852866123514,-0.043289113073512485,0.9804108385025843,0.0,0.0
640,0.019876626005958815,-0.03829478114740442,0.9905958075093507,0.0,0.0
650,0.013752199542420476,-0.04571978050222997,0.9885507293290184,0.0,0.0
660,0.022595992244476868,-0.03771694507994428,1.0019927865238702,0.0,0.0
670,0.021644963191186598,-0.03905692932104689,1.0060142150717324,0.0014416531347656303,1.4137787714049368
680,0.020743685044488584,-0.039907932434328185,1.0103072179322699,0.006374757997912539,4.837723280617963
690,0.013646130535451755,-0.046533635877534604,1.0084707742481795,0.007993485369104825,1.5874292774702827
700,0.0031530325230448818,-0.05615549833756227,1.0031530325230449,0.006314950062779712,-1.6460808261773168
710,0.016539913385404847,-0.041524318153061034,1.0214842124517987,0.014374016738770257,7.903244621810267
720,-0.0014965605224480987,-0.0579734141125761,1.0080275069338986,0.011987269936511336,-2.340599052837245
730,-0.00026500428555299715,-0.054844537094574,1.013356727688915,0.013407748568800448,1.3930136779338027
740,0.008217355959008448,-0.04419064513369121,1.025356436302296,0.019859344239041343,6.326854067956787
750,0.00038214646066566066,-0.04961785353933435,1.0203821464606657,0.020720294442435616,0.8443037312116446
760,0.005523993647578475,-0.04187067810254905,1.0276764033334382,0.02462411513222751,3.8283403167547663
770,-0.003320563130393535,-0.04795250045282034,1.0202487643306686,0.022994489163008947,-1.598117151103721
780,-0.008595768947188028,-0.050347640429928925,1.015653280616546,0.019953652723711635,-2.9820418667434985
790,-0.011445235304074994,-0.05023931987847224,1.0127692107263875,0.017009130078988077,-2.8875902993878273
800,-0.01185929694497207,-0.047656417713880295,1.0116521131467269,0.014923866091767879,-2.0449454080272957
810,-0.010276322956080728,-0.04307420513191951,1.0119302049937946,0.01390769549600801,-0.9965229372908516
820,-0.010345647215215022,-0.04017673498300026,1.0100384153835977,0.012395152495193296,-1.483297981893962
830,-0.008150094860138886,-0.035078870352291784,1.0099922740404876,0.011506522469654445,-0.8714483639950564
840,-0.014158170768471834,-0.038278025994252236,1.0014317056095625,0.006881520756889747,-4.535577304648393
850,-0.014418631994254614,-0.03584835138709892,0.9984221584441496,0.0030237325151356576,-3.7831979060997742
860,-0.015178061905701014,-0.034057979029916724,0.9948326096268385,0.0,-2.9652686469555096
870,-0.022850000387325816,-0.03933789718983096,0.9843620543862659,0.0,0.0
880,-0.011091013422979525,-0.025357834150848538,0.9934592562900701,0.0,0.0
890,-0.012613201284157828,-0.02483865575701854,0.9895064101295387,0.0,0.0
900,-0.027295553025958465,-0.03766368531467906,0.9727044469740416,0.0,0.0
910,-0.025186855731048438,-0.03388165443067787,0.9730673912919824,0.0,0.0
920,-0.010030270017278377,-0.01723139521232384,0.9868957539241965,0.0,0.0
930,-0.01559883027929428,-0.02147753000203212,0.9804397713536488,0.0,0.0
940,-0.02021175618873949,-0.024927041704399633,0.975382644880514,0.0,0.0
950,-0.004734275060450955,-0.008429419733348868,0.9908410900978996,0.0,0.0
960,-0.018877325041425065,-0.021676745917633508,0.9770668063220355,0.0,0.0
970,-0.00252060028024541,-0.004527174955838082,0.9941253548738681,0.0,0.0
980,-0.013914208603350998,-0.015207072538269119,0.9836970980862525,0.0,0.0
990,-0.012430734037977568,-0.01306359534315715,0.9863283043415941,0.0,0.0
1000,-0.00045541052366440443,-0.0004554105236644069,0.9995445894763356,0.0,0.0
1010,0.0041007651556770105,0.004733626460856589,1.0053417267761053,0.0,0.0
1020,0.0025773044819386924,0.0038701684168568084,1.004965997792335,0.002007510930865042,1.968695707016766
1030,0.0032823768636590983,0.005288951539251766,1.0066364217095456,0.004328943733557633,2.2765478994525297
1040,0.009362670829264915,0.012162091705473351,1.0134185394658044,0.008915799290894144,4.498168705135409
1050,0.013265822594646266,0.01696096726754417,1.0176904574362957,0.013399887277083744,4.397388144976624
1060,0.006172122554345746,0.010887408070005874,1.0105777214850924,0.012025960689332704,-1.3473617171768735
1070,0.005487695710388383,0.011366395433126229,1.0094490940774452,0.010776307292284182,-1.2254913486165893
1080,0.019067222446975722,0.026268347642021194,1.022141198505501,0.01667183473114564,5.781537415831072
1090,0.017266338852250464,0.025961137551879905,1.0190120918292196,0.018072010574074593,1.373103443005921
1100,0.0151182867875577,0.025486419076278303,1.0151182867875577,0.016810161273238533,-1.2374514446043945
1110,0.015853916352022247,0.028079370824882974,1.0137343049383256,0.01552635277626524,-1.2589860596843145
1120,0.02708374555822578,0.04135056628609482,1.0225334758451763,0.019583025732488712,3.9782371846148914
1130,0.02989169369830503,0.04637959050081012,1.0226796389247135,0.021846996898309268,2.220197283329415
1140,0.009892990096727826,0.028772907220943486,0.9998823185641883,0.011053318961820047,-10.584982173587202
1150,0.014308136035414028,0.03573785542825828,1.00146734559701,0.006628452489024106,-4.339311679544431
1160,0.015218904218565754,0.03933875944434609,0.9996290278405315,0.003570912978825058,-2.998421983769349
1170,0.025581331990771783,0.05251010748292462,1.0074389630901452,0.006310557017667806,2.6866730213517234
1180,0.02337947146304494,0.053210559230830116,1.002995408864232,0.0054843931513355315,-0.81018998797674
1190,0.004504134546515227,0.03730201672235399,0.98229760659664,0.0,-5.378352409754458
1200,0.0212725184852562,0.0570696392541644,0.9977611083935573,0.0,0.0
1210,0.017734479550611408,0.05652856412500863,0.9935200335201488,0.0,0.0
1220,0.009229489173556964,0.05098136065629783,0.9849804396098231,0.0,0.0
1230,-0.0006337611627591794,0.0439981761596676,0.9757969113761787,0.0,0.0
1240,0.011689642663795045,0.05908431441392255,0.9895372329779353,0.0,0.0
1250,0.006161978219651899,0.05616197821965189,0.9861619782196519,0.0,0.0
1260,0.005310965011118498,0.05771896610381814,0.9881718846678308,0.0,0.0
1270,0.00031463627881076015,0.05489416908783175,0.9866929043043429,0.0,0.0
1280,-0.003226834185319048,0.05325001940480896,0.9872490983583342,0.0,0.0
1290,-0.01143823430361704,0.04662599723484882,0.9836174666299891,0.0,0.0
1300,-0.01548629491679965,0.04382223594380749,0.9845137050832004,0.0,0.0
1310,-0.012065187892760565,0.04811457852022578,0.9931101683945118,0.0,0.0
1320,-0.02375848484294006,0.03689313263587671,0.9866779822692786,0.0,0.0
1330,-0.023953416781710757,0.03674847573052273,0.9916773313377433,0.0,0.0
1340,-0.01874461459775698,0.04156832272666417,1.0018585911228495,0.0,0.0
1350,-0.019304379187425433,0.04016760085722502,1.0058970910259766,0.0018575348195188912,1.8216193837834933
1360,-0.02553708657860688,0.032634320574756334,1.0037437319180011,0.0032161047332317505,1.332301964431221
1370,-0.02791476494284377,0.028494200996792216,1.0047942494206954,0.004389264499760515,1.1504767224429304
1380,-0.023890452036586782,0.03029743782841314,1.0114803473874943,0.00830159274008535,3.836683373798155
1390,-0.02512730909979063,0.026389635402217712,1.0120445695156604,0.010497686442162646,2.1536322303476307
1400,-0.016423568695235657,0.03198682424529109,1.0216186919565706,0.0163643307596939,5.753212749651788
1410,-0.018161645204206888,0.026726235594063376,1.019777189871403,0.018324074669336055,1.921852261149222
1420,-0.007652589744546502,0.03332165247057964,1.0291945033340593,0.02402351543490333,5.589242078365032
1430,-0.017399048068416374,0.019300181365353147,1.017382880009672,0.020850972014618163,-3.1112022932539536
1440,-0.007387750103681158,0.024709419649126513,1.024399733064213,0.02277956326108721,1.8913019347185678
1450,-0.016756252033282844,0.010450302731314021,1.0111797929000654,0.01704735382624123,-5.621377165423233
1460,-0.005230784296158296,0.01683878354411881,1.0180952313044498,0.017637871883990464,0.5791003911026527
1470,-0.004095514400460655,0.01263604238251923,1.013983512552813,0.01584784028516184,-1.7554213378652714
1480,-0.006908819491082357,0.004331639930429921,1.0054274693059082,0.010640502758070491,-5.1066536560050375
1490,-0.009342046876566982,-0.0036958562288152263,0.9969122440864335,0.0037788545304706656,-6.728978259119183
1500,-0.000488357825190954,4.999511642174809,0.999511642174809,1.6943432399138905,1657.8773229920312
1510,-0.004344278543759787,4.990009530808488,0.9894014304932397,2.8756649620542887,1158.4808666428135
